,Name,Marketcap,Price,Circ. Supply,Blockchain,24h Change,7d Change
2139,Noizchain NOIZ , 0,0, 0, Ethereum (ERC20),0,0
2140,MeconCash MCH , 0,0, 0, Own Blockchain,0,0
2141,Ladder Network Token LAD , 0,0, 0, Ethereum (ERC20),0,0
2142,CARAT CARAT , 0,0, 0, Ethereum (ERC20),0,0
2143,BlockCDN BCDN , 0,0, 0, Ethereum (ERC20),0,0
2144,EURBASE EBASE , 0,0, 0, Ethereum (ERC20),0,0
2145,Engine EGCC , 0,0, 0, Ethereum (ERC20),0,0
2146,SEER SEER , 0,0, 0, Ethereum (ERC20),0,0
2147,Oath Protocol OATH , 0,0, 0, Ethereum (ERC20),0,0
2148,Agoras Tokens AGRS , 57.19M,0, 41.99M, Omni,0,0
2149,HitChain HIT , 0,0, 0, Ethereum (ERC20),0,0
2150,Experience Token EXT , 0,0, 0, NEO,0,0
2151,Dexter G DXG , 0,0, 0, Ethereum (ERC20),0,0
2152,CENTERCOIN CENT , 0,0, 0, Own Blockchain,0,0
2153,EduCoin EDU , 0,0, 0, Ethereum (ERC20),0,0
2154,Bitcoin File BIFI , 0,0, 0, Own Blockchain,0,0
2155,ROMToken ROM , 0,0, 0, Ethereum (ERC20),0,0
2156,Marginless MRS , 0,0, 0, Ethereum (ERC20),0,0
2157,Smartup SMARTUP , 0,0, 0, Ethereum (ERC20),0,0
2158,vSportCoin VSC , 0,0, 0, Ethereum (ERC20),0,0
2159,Versess Coin VERS , 0,0, 0, Own Blockchain,0,0
2160,SoPay SOP , 0,0, 0, Ethereum (ERC20),0,0
2161,VENJOCOIN VJC , 0,0, 0, Ethereum (ERC20),0,0
2162,WEBN token WEBN , 0,0, 0, Ethereum (ERC20),0,0
2163,CoinMeet MEET , 12.53M,0, 340M, Ethereum (ERC20),0,0
2164,MEX MEX , 0,0, 0, Ethereum (ERC20),0,0
2165,Atlas Token ATLS , 0,0, 0, Ethereum (ERC20),0,0
2166,DWS DWS , 0,0, 0, Ethereum (ERC20),0,0
2167,IZIChain IZI , 0,0, 0, Ethereum (ERC20),0,0
2168,Muzika MZK , 0,0, 0, Ethereum (ERC20),0,0
2169,PATHHIVE PHV , 0,0, 0, Ethereum (ERC20),0,0
2170,MediBit MEDIBIT , 0,0, 0, Ethereum (ERC20),0,0
2171,Brazilian Digital Token BRZ , 0,0, 0, Ethereum (ERC20),0,0
2172,TranslateMe Network Token TMN , 0,0, 0, NEO,0,0
2173,Livepeer LPT , 0,0, 0, Ethereum (ERC20),0,0
2174,Social Lending Token SLT , 0,0, 0, Ethereum (ERC20),0,0
2175,GSENetwork GSE , 0,0, 0, Ethereum (ERC20),0,0
2176,7Eleven 7E , 0,0, 0, Ethereum (ERC20),0,0
2177,MSD MSD , 0,0, 0, Own Blockchain,0,0
2178,Celsius CEL , 0,0, 0, Ethereum (ERC20),0,0
2179,CariNet CIT , 0,0, 0, Ethereum (ERC20),0,0
2180,DeepCloud AI DEEP , 0,0, 0, Ethereum (ERC20),0,0
2181,B91 B91 , 0,0, 0, Ethereum (ERC20),0,0
2182,SDUSD SDUSD , 0,0, 0, NEO,0,0
2183,COINBIG CB , 0,0, 0, Ethereum (ERC20),0,0
2184,Countinghouse CHT , 0,0, 0, Ethereum (ERC20),0,0
2185,Buddy BUD , 0,0, 0, Ethereum (ERC20),0,0
2186,Qube QUBE , 0,0, 0, Ethereum (ERC20),0,0
2187,NewsToken NEWOS , 0,0, 0, Ethereum (ERC20),0,0
2188,Crex Token CREX , 0,0, 0, Waves,0,0
2189,Midas MIDAS , 0,0, 0, Own Blockchain,0,0
2190,QUSD QUSD , 0,0, 0, Ethereum (ERC20),0,0
2191,Bitpanda Ecosystem Token BEST , 0,0, 0, Ethereum (ERC20),0,0
2192,Aitheon ACU , 0,0, 0, Ethereum (ERC20),0,0
2193,OTCBTC Token OTB , 0,0, 0, Ethereum (ERC20),0,0
2194,Decoin DTEP , 0,0, 0, Own Blockchain,0,0
2195,HOT Token HOT , 0,0, 0, Stellar,0,0
2196,Airline & Life Networking Token ALLN , 0,0, 0, Ethereum (ERC20),0,0
2197,Influence Chain INC , 0,0, 0, Ethereum (ERC20),0,0
2198,VENA VENA , 0,0, 0, Tron (TRC20),0,0
2199,Jingtum Tech SWTC , 0,0, 0, Own Blockchain,0,0
2200,district0x DNT , 3.6M,0, 600M, Ethereum (ERC20),0,0
2201,Ethereum ETH , 19.56B,0, 108.32M, Own Blockchain,0,0
2202,Enigma ENG , 20.94M,0, 74.84M, Ethereum (ERC20),0,0
2203,Monetha MTH , 5.81M,0, 402.4M, Ethereum (ERC20),0,0
2204,Cofound.it CFI , 5.21M,0, 325M, Ethereum (ERC20),0,0
2205,Maecenas ART , 1.57M,0, 58.35M, Ethereum (ERC20),0,0
2206,Monero XMR , 984.1M,0, 17.28M, Own Blockchain,0,0
2207,DA Power Play DPP , 0,0, 0, Ethereum (ERC20),0,0
2208,Power Ledger POWR , 18.53M,0, 421.14M, Ethereum (ERC20),0,0
2209,UTRUST UTK , 9.04M,0, 450M, Ethereum (ERC20),0,0
2210,Presearch PRE , 420.5K,0, 155M, Ethereum (ERC20),0,0
2211,ICON ICX , 74.15M,0, 500.92M, Own Blockchain,0,0
2212,Bitcoin Cash BCH , 4.58B,0, 18.08M, Own Blockchain,0,0
2213,XRP XRP , 12.73B,0, 43.25B, Own Blockchain,0,0
2214,Dash DASH , 635.54M,0, 9.12M, Own Blockchain,0,0
2215,Litecoin LTC , 3.64B,0, 63.55M, Own Blockchain,0,0
2216,NEM XEM , 368.11M,0, 9B, Own Blockchain,0,0
2217,IOTA MIOTA , 728.77M,0, 2.78B, Own Blockchain,0,0
2218,Kyber Network KNC , 29.72M,0, 169.09M, Ethereum (ERC20),0,0
2219,Chainlink LINK , 943.96M,0, 350M, Ethereum (ERC677),0,0
2220,Neo NEO , 740.72M,0, 70.54M, Own Blockchain,0,0
2221,Propy PRO , 4.57M,0, 47.77M, Ethereum (ERC20),0,0
2222,REAL REAL , 295.67K,0, 10.06M, Ethereum (ERC20),0,0
2223,BitConnect BCC , 6.81M,0, 10.02M, Own Blockchain,0,0
2224,Tether USDT , 4.12B,0, 4.11B, Omni,0,0
2225,Stratis STRAT , 30.01M,0, 99.54M, Own Blockchain,0,0
2226,Zcash ZEC , 279.44M,0, 7.72M, Own Blockchain,0,0
2227,Lisk LSK , 92.57M,0, 121.17M, Lisk,0,0
2228,Qtum QTUM , 193.65M,0, 96.12M, QTUM,0,0
2229,OmiseGO OMG , 127.3M,0, 140.25M, Ethereum (ERC20),0,0
2230,Waves WAVES , 75.79M,0, 100.17M, Waves,0,0
2231,Ethereum Classic ETC , 533.48M,0, 114.6M, Own Blockchain,0,0
2232,Ark ARK , 21.14M,0, 113.44M, Own Blockchain,0,0
2233,TenX PAY , 9.07M,0, 134.94M, Ethereum (ERC20),0,0
2234,Steem STEEM , 46.76M,0, 349.16M, Own Blockchain,0,0
2235,Bytecoin BCN , 75.11M,0, 184.07B, Own Blockchain,0,0
2236,Stellar XLM , 1.26B,0, 20.04B, Own Blockchain,0,0
2237,EOS EOS , 2.95B,0, 937.63M, Own Blockchain,0,0
2238,MaidSafeCoin MAID , 61.55M,0, 452.55M, Omni,0,0
2239,Basic Attention Token BAT , 319.26M,0, 1.35B, Ethereum (ERC20),0,0
2240,BitShares BTS , 76.92M,0, 2.75B, BitShares,0,0
2241,Golem GNT , 42.18M,0, 980.05M, Ethereum (ERC20),0,0
2242,Augur REP , 88.12M,0, 11M, Ethereum (ERC20),0,0
2243,Gas GAS , 15.85M,0, 10.13M, NEO,0,0
2244,Komodo KMD , 62.4M,0, 116.62M, Own Blockchain,0,0
2245,Hshare HC , 98.22M,0, 43.53M, Own Blockchain,0,0
2246,Veritaseum VERI , 36.1M,0, 2.15M, Ethereum (ERC20),0,0
2247,Decred DCR , 158.26M,0, 10.59M, Own Blockchain,0,0
2248,Metal MTL , 15.57M,0, 51.98M, Ethereum (ERC20),0,0
2249,PIVX PIVX , 12.76M,0, 56.78M, Own Blockchain,0,0
2250,Ardor ARDR , 51.86M,0, 999M, Nxt,0,0
2251,Factom FCT , 25.76M,0, 9.83M, Own Blockchain,0,0
2252,Iconomi ICN , 21.44M,0, 98.93M, Ethereum (ERC20),0,0
2253,DigixDAO DGD , 23.74M,0, 2M, Ethereum (ERC20),0,0
2254,GameCredits GAME , 1.09M,0, 69.84M, Own Blockchain,0,0
2255,Waltonchain WTC , 27.65M,0, 42.68M, Ethereum (ERC20),0,0
2256,Siacoin SC , 82.22M,0, 41.82B, Own Blockchain,0,0
2257,Byteball Bytes GBYTE , 23.13M,0, 679.01K, Own Blockchain,0,0
2258,Civic CVC , 27.64M,0, 670M, Ethereum (ERC20),0,0
2259,Gnosis GNO , 17.22M,0, 1.1M, Ethereum (ERC20),0,0
2260,Binance Coin BNB , 2.96B,0, 155.54M, Own Blockchain,0,0
2261,DigiByte DGB , 98.33M,0, 12.42B, Own Blockchain,0,0
2262,Dogecoin DOGE , 319.63M,0, 121.8B, Own Blockchain,0,0
2263,BitcoinDark BTCD , 20.92M,0, 1.29M, Own Blockchain,0,0
2264,0x ZRX , 173.22M,0, 601.26M, Ethereum (ERC20),0,0
2265,MCAP MCAP , 48.54K,0, 10.49M, Ethereum (ERC20),0,0
2266,FunFair FUN , 22.54M,0, 6.55B, Ethereum (ERC20),0,0
2267,Populous PPT , 30.82M,0, 53.25M, Ethereum (ERC20),0,0
2268,SingularDTV SNGLS , 5.54M,0, 600M, Ethereum (ERC20),0,0
2269,GXShares GXS , 190.62M,0, 60M, Own Blockchain,0,0
2270,Bytom BTM , 93.02M,0, 1B, Ethereum (ERC20),0,0
2271,FirstCoin FRST , 249.66K,0, 31.21M, Own Blockchain,0,0
2272,Blocknet BLOCK , 6.96M,0, 6.22M, Own Blockchain,0,0
2273,Nexus NXS , 18.45M,0, 64.67M, Own Blockchain,0,0
2274,Status SNT , 41.94M,0, 3.47B, Ethereum (ERC20),0,0
2275,Verge XVG , 57.26M,0, 16.02B, Own Blockchain,0,0
2276,Lykke LKK , 3.26M,0, 316.81M, Own Blockchain,0,0
2277,Bancor BNT , 20.08M,0, 61.83M, Ethereum (ERC20),0,0
2278,Aeternity AE , 59.14M,0, 288.63M, Ethereum (ERC20),0,0
2279,Syscoin SYS , 13.13M,0, 567.47M, Own Blockchain,0,0
2280,Nxt NXT , 12.56M,0, 999M, Own Blockchain,0,0
2281,Edgeless EDG , 1.32M,0, 117.05M, Ethereum (ERC20),0,0
2282,Ubiq UBQ , 3.58M,0, 42.61M, Own Blockchain,0,0
2283,Aragon ANT , 23.56M,0, 29.8M, Ethereum (ERC20),0,0
2284,Dentacoin DCN , 34.65M,0, 540.37B, Ethereum (ERC20),0,0
2285,MobileGo MGO , 1.76M,0, 100M, Waves,0,0
2286,Particl PART , 8.69M,0, 8.07M, Own Blockchain,0,0
2287,NAV Coin NAV , 6.35M,0, 66.5M, Own Blockchain,0,0
2288,SALT SALT , 6.34M,0, 80.28M, Ethereum (ERC20),0,0
2289,Kin KIN , 7.17M,0, 1.21T, Ethereum (ERC20),0,0
2290,AdEx ADX , 5.95M,0, 80.07M, Ethereum (ERC20),0,0
2291,Bitdeal BDL , 16.9K,0, 175.58M, Own Blockchain,0,0
2292,I/O Coin IOC , 1.54M,0, 17.76M, Own Blockchain,0,0
2293,Wings WINGS , 3.79M,0, 96.38M, Ethereum (ERC20),0,0
2294,Storj STORJ , 17.71M,0, 135.79M, Ethereum (ERC20),0,0
2295,Rise RISE , 554.22K,0, 141.45M, Own Blockchain,0,0
2296,Gulden NLG , 3.97M,0, 498.48M, Own Blockchain,0,0
2297,TokenCard TKN , 13.94M,0, 30.96M, Ethereum (ERC20),0,0
2298,Elastic XEL , 7.33M,0, 91.68M, Own Blockchain,0,0
2299,Vertcoin VTC , 10.68M,0, 51.85M, Own Blockchain,0,0
